created_at,id,full_text,lang,user,User Location
Tue May 17 23:50:00 +0000 2022,1526711663612899331,"Fat cells also produce IGF-1, which causes cancer.
That may be why obese people are more likely to get cancer.

#diet #obesity #cell #fat #loseweight #motivation
https://t.co/FFJ3RI20UZ",en,kokushokucom,
Tue May 17 23:21:56 +0000 2022,1526704602162163712,"Congrats to Soul Bite Food on winning the Premier’s People Choice Award! 👏 The people of BC voted for this amazing company, they produce delicious vegan food and are committed to fighting hunger by donating 50% of their profits to charities: https://t.co/MjXEADsotb 

#BuyBC https://t.co/i3ChjWRE1J",en,lanapopham,"Saanich, BC"
Tue May 17 22:45:03 +0000 2022,1526695318808584192,"You get it! OG Pineapple sneakers are made from plants–pineapple leaves and hemp! They’re the perfect plant-based combination to produce stylish, sustainable &amp; very comfortable sneakers. Plant your feet in a pair! #Sustainable #Vegan #Organic #SoComfortable #PlantYourFeet https://t.co/hlpNQxtL2G",en,organicgarment,
Tue May 17 22:30:03 +0000 2022,1526691544119517185,"Summer is just around the corner &amp; we're ready to cool off with crisp &amp; refreshing crudités, like this one featuring a serrano hummus &amp; @FollowYourHeart #vegan feta! We've got all of the ingredients you need to try out this recipe &amp; menu plan for #summer!  https://t.co/HCTEwgHnBM https://t.co/7JeMVevWAJ",en,WW_Produce,"Los Angeles, CA"
Tue May 17 21:29:22 +0000 2022,1526676271933050888,"@vegan_front You know how many billions of microbes are genocided to produce 100g of beans, never mind the plants and weeds. #AllLivesMatter https://t.co/klMgkeS7eI",en,melvinmilton6,
Tue May 17 21:27:05 +0000 2022,1526675699070902285,This Startup Will Soon Produce 45 Million Pounds of Vegan Mushroom Steak Every Year #vegan #news https://t.co/nXsGlLc35B,en,Vegtalk,"Fleet, England"
Tue May 17 21:26:46 +0000 2022,1526675620201111556,This Startup Will Soon Produce 45 Million Pounds of Vegan Mushroom Steak Every Year https://t.co/u3n7n4n4Xl https://t.co/joxdmzwp73,en,MsLisaWilliams,
Tue May 17 21:04:03 +0000 2022,1526669901020024832,This Startup Will Soon Produce 45 Million Pounds of Vegan Mushroom Steak Every Year https://t.co/BZ7ndZHP88,en,sthsenior76,South East USA
Tue May 17 18:09:45 +0000 2022,1526626036452052992,"@hummusforlife @TexasPower3 @CarnivoreIs @LaurenInTheWild @FoxxFairie @kkashmone_y That assumes they are adding meat to what a vegan eats rather than substituting plants for meat. And where the animals are fed waste, those crop deaths have already occurred to produce the plant foods.",en,_life_imperfect,
Tue May 17 16:48:48 +0000 2022,1526605667682770949,@funder I don’t eat red meat and I’m doing my best to be vegan. I still have goat cheese that I like. I also switched from almond milk to oat milk because it takes less water to produce oat milk than almond milk.,en,jk_1939,
Tue May 17 16:27:35 +0000 2022,1526600325532200962,"@vegan_ark @cashandcarrots @CarnivoreIs @BarryCPearson @The_Only_Cross @kkashmone_y Yes, they always like to ignore the increase in crop production necessary to produce meat. Inconvenient truths.",en,eleanor9887,Scotland 
Tue May 17 16:15:42 +0000 2022,1526597337937854465,"@aliciakennedy Little Bear for dinner! They have a 4 course meal option or a la carte and do really great vegan/vegetarian. You can let them know your specific food reqs when you make your reservation. They also get all their produce from local farms. I have more recs, I'll post later!",en,t_kini,"Atlanta, GA"
Tue May 17 14:47:18 +0000 2022,1526575088136507392,"@Trisha_Is_Vegan She doesn’t call it jealousy more like acting on instinct For survival. Genetic annihilation by natural selection.They die quicker,  can only produce one type of human we produce all. Genetically, mentally, creatively, ANY LY U CAN THINK OF WE SURPASS THEM IN JUST BY BEING BORN🤷🏿‍♀️",en,un8vailable,☥
Tue May 17 14:37:44 +0000 2022,1526572680668778497,The paddling spank differently when you ask the vegan produce manager to give you some. https://t.co/vNrbwtyvTm,en,ghostsmalltalk,PNW
Tue May 17 12:41:27 +0000 2022,1526543420428275713,"In under a week, Stroud will be buzzing with food trucks and bars, offering everything from international cuisine and local artisan produce, to vegan street food 🥘

Check out the line-up on our website.

https://t.co/gT18Ux8f90 👈👈👈

#TheSoundOfStroud https://t.co/QayHu247HE",en,stroud_sub,"Stroud, England"
Tue May 17 10:29:40 +0000 2022,1526510252568494081,"@kylotan @TheEthicurean It does a huge disservice to their wonderful produce to treat it like it's inedible unless drenched in dairy. Remember when @tommasseyuk used Epicurean as a showcase in the vegan produce episode of Your Garden Made Perfect? https://t.co/XYj0Ebay03
@iainpennington @chefmpennington",en,ianhamilton_,"Bristol, England"
Tue May 17 09:55:15 +0000 2022,1526501594409230338,"Cows used by the dairy industry have been bred to produce far more milk than is natural, causing many to suffer from painfully large udders and resulting in bone and leg issues. Most of these animals are sent to slaughter when they are less than five years old. GO VEGAN https://t.co/Ohi0L4dVA6",en,AubrieRose56,
Tue May 17 08:32:07 +0000 2022,1526480671228706817,"@UnfilteredWMD @NiklausNDolores @ayetacos Look, regardless of whether your cow is causing less or more suffering, your choices are still deontologically worse. You have the option to grow your own produce if you have a few hundred sqft of land simply by doing so and going vegan, you would be causing far less suffering.",en,Ch3pperz,"England, United Kingdom"
Tue May 17 06:56:14 +0000 2022,1526456541095813121,"@media_ciwf @ciwf @thecattlesite Meat consumption could be halved immediately. The fast food industry needs regulating. If money was put into more quality vegan businesses that can produce lookalike vegan takeaway, then no need for all this meat production in fast industry. But it isn't available.",en,Facts_2_Debate,
Tue May 17 06:28:23 +0000 2022,1526449535446183938,"Hi! Just had to share: it takes 2,400 gallons of water to produce 1 pound of meat. Thank goodness vegan food is quite yummy!",en,noplasticcows,
Tue May 17 05:14:17 +0000 2022,1526430886320824320,@Emlougar Morrisons because it’s got better fresh produce and very good vegan options. Also it’s Right Yorkshire,en,PeterSmithson18,
Tue May 17 00:26:14 +0000 2022,1526358394558328833,#Investing in Rule Breaker Snacks is a sweet proposition. They produce #healthy #vegan #glutenfree #guiltfree #cookies that #sharktank loved. #investments #startups #entrepreneurs #crowdfunding #stocks #finance.https://t.co/2SjAmva8dv,en,icrowdfundbuzz,"Las Vegas, NV"
Mon May 16 23:57:55 +0000 2022,1526351267886510082,"@sunny_witch_13 @Uranium78973111 @RenDoughty You don't need to buy fresh produce. It's not a luxury a lot of people can afford, and I'm certainly not telling you to buy any more of anything. Lots of different lifestyles are vegan, and some are considerably cheaper than others.",en,ZuzuQueenOfMars,Tharsis
Mon May 16 20:33:17 +0000 2022,1526299772671430656,"At first I really thought I couldn’t be vegan…but after seeing the lunches they brought and the way they garnished their meals with fresh herbs and produce from the farm, I decided to try it.",en,krissyfarmacy,Planet Xylanthia 
Mon May 16 19:41:41 +0000 2022,1526286786976108544,@fff_tui @RDondret @RusselNorman Imo science will catch up with farming. Artificial milk will cut profits. Son tested vegan whey last year. Artificial milk is cheaper to produce so will replace the real thing in products that use milk derivatives. Just needs scaling up production.,en,SusanMcLaren7,
Mon May 16 17:46:30 +0000 2022,1526257798849388547,"Like It👍 from Produce in Amazon

SalesRank No.1😉

Seapoint Farms Sea Salt Dry Roasted Eda…

A HIGH-PROTEIN VEGAN FOOD: Seapoint Farms Dry Roasted Edamame is perfect for a…

https://t.co/M65Ogeel9R",en,mieniaisacat,
Mon May 16 16:25:15 +0000 2022,1526237351827099648,"@peteolivermusic @KCTaz @GeoffHeinricks @KelvinW40709444 @Jess369269 @acs_xrp @GloriaJH @Service_Proof @OldSchoolRachel @Anonylyzer13 @PrismPrime @whitelynx @vegan_front @Therepublicisd1 @DJJASONJOY1 @CarolaJojo @Chrissie_Road @MaccaJ52 @MKWPublishing @PassingMinute @YouKnow_78 @kbmann64 @ShesUs369 @KrystianMarek11 @sagezza2 @davehor @dvnvrgo2514 @KateWolf1444 @wgreenaway1 @JamesLynchGTC @nobulart @FrankBeansX @Wiambueow @ArmyofShadows2 @Enigma_2626 @AshTFE @archam2nina @Leslie48364805 @pentops9000 @MariskaSchalek1 @jiveaces @JakksonT @BigBluexlt @Blowe48 @Donald37421690 @FollowThyLead @coogcos @deNutrients @GJohnGarrett @TheOldManofthe3 On Putin's orders, Russian saboteurs sprayed the virus at military games in Wuhan and killed 15 million people. In Russia, there is a network of biolaboratories funded by the GRU, they produce biological weapons, not only viruses but also bacteria that have infected baby food",en,KalnsMaksim,
Mon May 16 16:02:21 +0000 2022,1526231589138665473,"Be sure to get the best organic local produce at your local farmer's markets.

Order now! 

🌐 https://t.co/MainhtvOFP
📞 1300 79 89 08

#TheDiabetesKitchen #healthy #sugarfree #glutenfree #veganfood #diabeticlife #vegan #lowcarb #healthyfood #remedy https://t.co/m3UehkZSMX",en,DiabetesMealsOn,Australia
Mon May 16 15:53:23 +0000 2022,1526229334557614082,"@A_McLandress is it designed that way so more producers voluntarily produce vegan because of the massive profit ?  

I dont understand the greed. Never have. Never will.",en,marcotwentysix,
Mon May 16 14:09:10 +0000 2022,1526203107235049474,"Looking for some of the finest meat free sandwiches in town for your lunch? 

@sndwch_mcr produce unreal veggie and vegan options, with the freshest ingredients- Find them on our shelves (and slinging sarnies in person at @MediaCityUK)👌🍅🥒🥑 

Even @PaddyMcGuinness loves it 🖤 https://t.co/G2zBjDiBg9",en,generalstores_,"Manchester, England"
Mon May 16 13:01:38 +0000 2022,1526186111651151872,"Introducing @ToiletFizziesuk, our next fabulous business shortlisted for our Supply Chain Champion Award. The business is built on solid eco credentials, and they produce a range of natural, vegan, friendly and plastic-free cleaning alternatives. https://t.co/V7FdYp5ADO",en,TheSmallAwards,United Kingdom
Mon May 16 11:48:00 +0000 2022,1526167580884467712,"@ClimateDad77 Or thinking you're great going vegan, only to be buying produce that travels from 1000s of km away, especially when it's from areas that deforest at a high rate as these people look to cash in on the strange new habits of the consumerist global North.",en,JustHereAgain5,
Mon May 16 11:34:52 +0000 2022,1526164275131301891,If you're ever in Cork treat yourself to SonFlour (2 mins walk from the Crawford Gallery!). It's an incredibly tasty veggie/vegan Italian place that serves sustainable and local produce. Genuinely one of the best meals I've ever had. #vegan #cork https://t.co/GWfyQc9iGV,en,ruthlessimagery,Europe
Mon May 16 10:57:48 +0000 2022,1526154948219744257,To all Americans worried about food production: antifa is busy farming at CHAZ / CHOP. All produce grown in the autonomous zone is vegan and cruelty-free. Please form bread lines to the left in an orderly fashion ✊ https://t.co/yITJcXx65f,en,Nordic_Empire,Sweden
Mon May 16 10:24:54 +0000 2022,1526146665597509634,"@VoicesVegan Hello, thank you for your message, I hadn't suggested the Vegan Society was in favour of labgrown meat, that was someone else, but I was questioning the ethics behind such products and where the origin of the products used to produce these meats comes from?",en,BigSpoonBear,Earth
Mon May 16 07:04:18 +0000 2022,1526096185471012864,@Philodices @txtliner @PiaJSigler Or to mention the amount of water actually used to make almond milk. Which is essentially soaked and ground almonds in water. Don’t get me wrong I eat vegan and prefer almond milk to dairy but it does not use less water to produce.,en,JenniferLoya19,"California, USA"
Mon May 16 06:09:03 +0000 2022,1526082280719933441,The sixteen hundred dairies in California’s Central Valley alone produce more waste than a... - Gene Baur #vegan https://t.co/6Qs07nvH1i,en,veganposters,Compassionsville
Mon May 16 05:22:20 +0000 2022,1526070523469484034,"@kuponoku @libidinistlink @Einshinee @AlastairGrayson @CatgirlFingies You just aren't educated enough to understand how when the kid squirt milk out of his eye on iCarly, it was a vegan critique of animal exploitation. By reversing the roles, having humans produce milk, we are able to see how absurd drinking milk for pleasure is.",en,ChaeyoungFeet,
Mon May 16 03:15:48 +0000 2022,1526038680925773827,"@junenotmary That depends how the fake hot dog was done. 1st fake hot dog for the animal homospiens it's pretty bad. 2nd the produce of some vegan products can kill more eco systems than eating real meat. 3rd most people will get mad with what I said, but I don't care. I am a former vegan.",en,punkaste,"Broomfield, CO"
Mon May 16 00:17:22 +0000 2022,1525993778082816000,#Investing in Rule Breaker Snacks is a sweet proposition. They produce #healthy #vegan #glutenfree #guiltfree #cookies that #sharktank loved. #investments #startups #entrepreneurs #crowdfunding #stocks #finance.https://t.co/2SjAmva8dv,en,icrowdfundbuzz,"Las Vegas, NV"
Sun May 15 23:50:00 +0000 2022,1525986887935987712,"Fat cells also produce IGF-1, which causes cancer.
That may be why obese people are more likely to get cancer.

#diet #obesity #cell #fat #loseweight #motivation
https://t.co/FFJ3RIjBMx",en,kokushokucom,
Sun May 15 22:16:11 +0000 2022,1525963278438084610,"@imabi0weap0n @ajlieshere Mark,  lingering over the cucumbers in the produce department does not make you a vegan.  Mmmkay?",en,Aiden59180279,
Sun May 15 21:47:19 +0000 2022,1525956016386428928,"Animal ag hurts the planet. 2,500 gallons of water are needed to produce 1 pound of beef. Being vegan makes a difference.",en,VeganismBOT,Vegan central
Sun May 15 20:14:58 +0000 2022,1525932772417851393,@lindaglendenni3 I get it just fine. I can live off 1 cow for a whole year. A vegan destroys 25x more animals to produce the same amount of wheat to beef on a like to like basis. Which seems more ethical? Killing hundreds every day for grass sludge or killing one per year?,en,enzarfx,Sergey’s Beach House 
Sun May 15 19:44:43 +0000 2022,1525925163094708226,@ThVeganTomBrown @kemminnick @LindavanKollen9 @_life_imperfect @TexasPower3 @CarnivoreIs @noonesp95429433 @andyswarbs @TheParadigmShif @TijuJohn8 @ascentovalhalla @ak059 @boorookey @LoveOurMother1 @vegansince96 @JohnWad84222151 @Philodices @GoateeWoodson @selltheworld @joe31183 @americagloriou1 @KetoSustainable @JustinTemplerSr @ElwoodDogMeat @tj0101010 @ManagerDairy @RuthArnone @Boogaloo2022 @nutrition_facts Except you still kill animals in order to produce vegan food therefore your entire argument falls apart.,en,89technical,
Sun May 15 17:02:35 +0000 2022,1525884360775176192,its kinda almost like farm animals are abused to produce animal products and people being vegan and vegetarian  helps decrease the effect of that 😱 https://t.co/jBp7l89m17,en,localgirkinnie2,
Sun May 15 17:00:26 +0000 2022,1525883816996241408,Prepping and freezing local produce for smoothies. Skip the packaging 🙏🏽 #Sustainability #vegan #plantbased #ClimateAction https://t.co/KlLfDWLpAe,en,oneAmor_,
Sun May 15 16:26:42 +0000 2022,1525875331135062017,"@jmariie76 Like I said I'm not fully vegan but I definitely don't believe anyone needs meat for full nutrition

Sadly majority of supermarket produce plant based and meats have been diminished of natural formed nutrition
Self educating and some supplementation &amp; alternative is my preference",en,hgtp_Clare101,"England, United Kingdom"
Sun May 15 16:04:07 +0000 2022,1525869645181378561,"#ad #gifted Here comes #picnic season! https://t.co/SQhydoWXBu produce #vegan and #freefrom chocolate for everyone to enjoy whether you’re filling a #lunchbox, going to a #festival or as an #afternoonSnack.
@nomochocolate #glutenFree, #EggFree and #NutFree. https://t.co/0qIWfmdE4e",en,ReviewStudioUK1,
Sun May 15 15:47:42 +0000 2022,1525865515947679745,"Meat is bad for you. 2,500 gallons of water are needed to produce 1 pound of beef. Go vegan.",en,VeganismBOT,Vegan central
Sun May 15 15:22:22 +0000 2022,1525859139393568768,"A huge thank you to everyone who came to our Variety Night Fundraiser and to each talented act who performed that night.

There's still time to donate to help us produce top quality work! Check out the link in our bio...

#theatre #fundraising #performance #veganism #play #vegan https://t.co/9xjHbmU7EL",en,BloodOnYourHan7,
Sun May 15 12:06:46 +0000 2022,1525809913007595528,"Nutritious vegetarian &amp; they have Vegan food in Coop UK

Yesterday I cooked a meal with all #fairttrade produce.

Another bonus during this cost of living crisis is that Coop UK 
 #Fairshare give foods to local community groups like @CoffeeAfrique

#ItsWhatWeDo https://t.co/ekaglTuhF2",en,shanticate,"UK, EU & GLOBAL CITIZEN"
Sun May 15 10:30:46 +0000 2022,1525785756752658433,Fight climate change! Go vegan! Save energy! Use and produce regenerative energy! Drive all-electric now! Peace! https://t.co/jfSdzSagN4,en,MichaelStreibe1,
Sun May 15 08:48:07 +0000 2022,1525759922306027520,"@tha_burn3r @stwinn @vegjeff @cnni @jamesocromwell @peta Do you understand capitalism?
Cheaper vegan milks, more people pick that instead of dairy milk, dairy milks profit suffer, dairy milk becomes harder to produce.

Attacking one the biggest companies in the world that rely on dairy milk is absolutely effective.",en,Carniore1,
Sun May 15 08:34:48 +0000 2022,1525756569715097601,"@PappeP @JamesDamla @albundysdad @stevebishop92 No licence for halal exists, it's a non-statutory certificate. The Vegetarian Society who I note produce a vegan certificate with similar  prominance  with the halal one,invites zero comment from you and your gammon pals, even though it fulfills the same purpose. I wonder why?",en,Mongrelbite,Plague Island
Sun May 15 05:33:42 +0000 2022,1525710995326369792,@BECKWAD1 @elonmusk I actually do try to live plastic-free. I am vegan so I can eat produce without additional plastic. I shop from thrift stores so I don't increase the demand for new clothes. You do have a good point and we all have room to improve.,en,TheBabyOpossum,
Sun May 15 03:47:21 +0000 2022,1525684231606743040,"Eating animals is bad. 1,000 gallons of water are required to produce 1 gallon of milk. Go vegan.",en,VeganismBOT,Vegan central
Sat May 14 23:16:53 +0000 2022,1525616166479306752,"Great day at Wellness Shines on Newburgh.  Pilates class with APGPilates, Vegan rice ball bento box from Hibino.  Produce from @MarketNewburgh #Farmersmarket https://t.co/WLz7D6lR2u",en,JulianaLoBiondo,"275 North Street, Newburgh"
Sat May 14 23:08:41 +0000 2022,1525614103972167683,"Am I the only 1 that thinks Farm Boy has turned into an interesting phenomenon...going from fresh produce &amp; animal products to basically anything  highly processed vegan. 

Too many are deceived into thinking these artificial creamers &amp; meats are ""healthy"" not seeing bigger pic",en,mattyelle1,
Sat May 14 21:51:12 +0000 2022,1525594605592399875,@Jamyies That we mass produce meat on the expense of millions of animals every day. And I’m still not a vegetarian or vegan😌,en,cloonke,
Sat May 14 18:47:25 +0000 2022,1525548351835426816,"Meat is murder. 1.5 acres can produce 37,000lbs of plant-based food. 1.5 acres only produces 375lbs of beef. Go vegan.",en,VeganismBOT,Vegan central
Sat May 14 17:22:09 +0000 2022,1525526897601413120,"@RichBriere All the chemicals we put in our bodies doesn't always create ideal circumstances for breastfeeding. Side note my sister in law could not produce milk, I'm not the authority, but she is a vegan",en,conge_j,"Islamorada, FL"
Sat May 14 15:55:17 +0000 2022,1525505033768402949,"@JulianMellentin @maxi7114 Companies which r aimed at vegans produce imitations of meat&amp;dairy, 1/ I do not get y a vegan would want 2 eat an imitation of something that’s related 2 an animal unless it’s 4 dietary reasons, &amp; /2 majority 👀 repulsive and inedible, same 4 the taste too!.. That facon tho! 😳",en,Loulou3169,
Sat May 14 13:59:56 +0000 2022,1525476005032468481,"@kactuzkickz @Jessieraee5 @joigabrielle @LocdbyanAngel24 @missneeb As they should but i hope everybody knows it takes a HEALTHY body to produce new life. Kant just go buy anything deemed VEGAN and expekt it to suffice. Im glad your 5 month old is able to kause its fucked up out here for everybody, its experimental grounds fr",en,BMitch6642,"Milwaukee, WI"
Sat May 14 13:27:58 +0000 2022,1525467961603104768,@TiffanyDCross Supermarket!!  Produce &amp; Dairy.  The weird part of that is I’m vegan and I don’t purchase those items. But the price changes are very noticeable.,en,CoolCalGray,
Sat May 14 13:15:52 +0000 2022,1525464915313582080,"Dairy Farmers Kill Male Calves 

A calf that will never produce milk is worth less than nothing to the #dairy industry 

Be #Vegan https://t.co/b4fFFN3TuW",en,HardcoreVegan,
Sat May 14 11:33:21 +0000 2022,1525439117609291777,@MrBrownsEtc @heidisaint @field_mat @fryuppolice Even the toms look wrong . Go vegan just eat stuff that don’t look like dead animal produce,en,terrystuckshop,That London 
Sat May 14 09:53:42 +0000 2022,1525414039857385472,"@UseTechForGood @SLFingers @Yockey_Revival @zizzyballord @GeorgeMonbiot Oh I have plenty of arguments against a vegan planet, it won't happen so I'm not taking it seriously, but you don't get to say ""we can produce enough raw caloric meal to subsist 200 million people"" and ""lol you're so stupid just because I said we could doesn't mean we should"".",en,Lupus_Raptor,
Sat May 14 09:46:49 +0000 2022,1525412308935057409,"Meat is bad for you. 1.5 acres can produce 37,000lbs of plant-based food. 1.5 acres only produces 375lbs of beef. Being vegan makes a difference.",en,VeganismBOT,Vegan central
Sat May 14 08:49:07 +0000 2022,1525397784777658370,Fight climate change! Go vegan! Save energy! Use and produce regenerative energy! Drive all-electric now! Peace! https://t.co/k6wBGHp9v5,en,MichaelStreibe1,
Sat May 14 08:22:09 +0000 2022,1525390998284681217,@Calendula2016 @mommyinaz @Vegan_plant_luV @ultrarotom How much is killed to produce that?,en,TexasPower3,"Austin, TX "
Sat May 14 07:09:17 +0000 2022,1525372663543189504,"@BrigField Reminds me VERY loosely of when people asked why I decided to become vegan and I explained that, like all mammals, cows don’t produce milk unless they’re expecting or have just had a baby and they were truly surprised. Like-they’re not coke fountains at McDonald’s?",en,DeeRubyRed,
Sat May 14 04:29:39 +0000 2022,1525332489488809984,"Kinda weird that they went after baby formula first.  Usually when things start failing to meet demand it's all the specialty stuff.  Organic / kale / vegan, even ""fresh"" meat and produce...  you know, all the crap that costs 3x as much as whatever processed junk.",en,WickedCrispy,The Punk Rock Academy (where all the kids are diagnosed with A.D.D.)
Sat May 14 04:01:00 +0000 2022,1525325280084217857,Did I mention I'm vegan? Not by choice. I had covid twice &amp; now nothing tastes or smells right. Meat tastes rancid &amp; very salty. Milk tastes soapy/salty. I have a dislike for most cooked foods. I live off raw unsalted produce &amp; bread. Salty is awful. https://t.co/G5JoH8Y2wY,en,IWasBeingNice,
Sat May 14 01:15:34 +0000 2022,1525283645208117249,"@SATANSP0 I unironically love “healthy” foods, like I love roasted veggies, I love salads, I love vegan meat, I ALWAYS choose fruity desserts over sugary/chocolatey ones. 

Like if produce wasn’t so fucking expensive I’d definitely live off of nothing but veggies every day",en,Bellydropp,| edtwt | 20 | They/Them |
Sat May 14 00:58:49 +0000 2022,1525279430754455552,@BreRVA @hello_jaime I gave up sugar and got the pre-diabetes under control but I found out that Covid does a number on your pancreas. What does your pancreas produce? Insulin. I'm on a statin now because even four months of near vegan eating didn't lower anything.,en,doloresquintana,"Los Angeles, CA"
Fri May 13 23:50:00 +0000 2022,1525262112523800576,"Fat cells also produce IGF-1, which causes cancer.
That may be why obese people are more likely to get cancer.

#diet #obesity #cell #fat #loseweight #motivation
https://t.co/FFJ3RI20UZ",en,kokushokucom,
Fri May 13 23:24:11 +0000 2022,1525255618453557251,@SNAP_Vegan @tsjohnston @SRuhle My Mom couldn’t produce enough milk to breast feed with either of her pregnancies.,en,Ivriniel,
