Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
10,Australia,221,"Almonds, with shell",5910,Export Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,47,75,2,55,171,158,63,7,24,264,2795,1405,793,882,2184,1108,2053,1560,3543,6122,8877,15277,5866,10708,14466,21459,18275,24091,23849,30095,39603,48069,31153
10,Australia,221,"Almonds, with shell",5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,82,196,16,120,460,727,294,26,67,349,7115,3824,1835,1942,5050,3375,7162,7976,16256,28116,29128,43465,27147,41720,59566,110754,101629,160018,97792,138909,199311,246196,108708
10,Australia,1171,Animals live nes,5608,Import Quantity,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
10,Australia,1171,Animals live nes,5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,298,242,280,468,728,0,0,0,,,,,,,
10,Australia,1171,Animals live nes,5908,Export Quantity,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,
10,Australia,1171,Animals live nes,5922,Export Value,1000 US$,0,0,0,85,113,134,0,0,0,0,0,182,1,0,1,4,31,229,2428,2928,839,852,1793,134,83,261,229,68,0,0,0,18,1744,145,0,6,0,0,0,0,0,0,0,6840,8533,9825,9735,8480,7170,7031,0,24,0,,2,,,23,20,31
10,Australia,1169,"Animals, live, non-food",5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,2327,6002,11756,2265,2080,4866,15843,9362,18372,250,387,1037,371,346,171,311,477,40,225,209,59,107,1208,1290,566,442,496,510,590,674,618,536
10,Australia,1169,"Animals, live, non-food",5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,1285,1724,1448,3107,4781,6511,7692,13911,9975,4946,4873,5688,4542,7140,6815,0,4,4,4,0,0,0,3342,2977,2441,2485,3250,1813,2717,2882,2374,1387
10,Australia,711,"Anise, badian, fennel, coriander",5610,Import Quantity,tonnes,0,0,0,0,0,155,225,191,217,228,227,235,218,349,164,302,242,238,276,234,156,151,227,235,248,215,197,292,277,300,317,321,345,420,410,355,400,550,527,538,972,902,931,797,791,1022,1021,1190,1305,1335,1230,1570,1515,2234,2809,3173,2215,2376,2657,3278
10,Australia,711,"Anise, badian, fennel, coriander",5622,Import Value,1000 US$,0,0,0,0,0,46,83,63,69,71,85,99,116,267,112,236,266,337,308,338,250,246,410,360,326,296,300,462,413,354,420,532,651,713,695,586,612,828,840,870,1430,1609,1326,1280,1506,1714,2455,3359,3307,3809,4003,5124,4472,4883,5791,5802,6616,6827,7876,9099
10,Australia,711,"Anise, badian, fennel, coriander",5910,Export Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997,3112,3244,1652,3927,3763,3837,2232,1683,2068,2110,1407,3509,1737,647,1028,1704,1940,2187,1460,455,420,377,523,289,1238,1079,1143,375,686,497,148,64
10,Australia,711,"Anise, badian, fennel, coriander",5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,1382,1235,859,2543,2250,2121,1342,1446,1866,1936,1140,1734,983,569,1066,2176,1821,1860,1617,945,760,623,800,818,1857,1776,1898,805,1308,852,403,377
10,Australia,515,Apples,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,15,17,0,0,0,0,6,0,0,3,0,0,30,0,0,0,47,5,49,37,0,16,59,52,0,27,0,0,946,326,455,809,930,983,1227,677,578,1534
10,Australia,515,Apples,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,8,13,0,0,0,0,32,0,0,4,0,0,33,0,0,0,50,12,105,58,1,8,44,123,0,66,3,0,1859,668,850,1991,1532,1637,2432,1303,1014,2697
10,Australia,515,Apples,5910,Export Quantity,tonnes,109140,134930,133860,156450,134340,159323,131007,126023,130242,134629,142073,98326,116974,109495,78600,64729,35521,42543,44064,53055,38861,47530,29044,24579,19382,29829,28816,35450,18476,23391,25896,31459,30821,37971,36617,22623,36506,30722,27092,36588,33955,25670,32099,10158,13496,7647,4656,3801,4713,4244,2232,3735,3254,1890,4080,5688,4662,4220,4052,2150
10,Australia,515,Apples,5922,Export Value,1000 US$,16398,21047,26086,26920,23509,28967,20474,19453,22360,22859,24507,18670,23421,29612,22070,16133,10874,15585,17672,22405,17781,20892,14654,12449,9343,12411,14550,19969,12739,15149,17710,24535,22924,25806,25902,20292,25449,21675,19820,23658,22430,19068,25587,11607,12795,9347,6351,6751,6221,7071,5612,7617,5627,3903,8081,9755,9115,7182,6445,4014
10,Australia,526,Apricots,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,143,538,723,832,614,1080,600,1209,1000,450,1090,1258,839,1424,595,1100,450,601,1314,645,995,1234,871,987,1130,1242,801,949,803,461,308,492
10,Australia,526,Apricots,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,248,1020,1307,1598,1108,1985,1555,2522,2106,935,2332,2615,1591,2624,1474,2295,1309,1649,4626,2471,3447,4643,4460,4899,3645,4568,2831,3356,3845,1673,1179,2157
10,Australia,526,Apricots,5910,Export Quantity,tonnes,0,0,0,0,0,0,9,4,0,6,11,6,19,23,94,33,122,1,0,0,0,0,0,0,0,0,0,276,207,222,240,351,233,260,187,263,249,165,207,278,243,289,173,123,290,249,238,254,252,211,273,347,444,496,759,343,488,475,620,783
10,Australia,526,Apricots,5922,Export Value,1000 US$,0,0,0,0,0,0,3,2,0,1,3,2,6,9,41,21,98,1,0,0,0,0,0,0,0,0,0,496,380,347,379,620,420,459,376,445,325,239,276,431,373,532,372,377,765,695,968,1059,823,900,1338,1371,1846,1488,2032,995,1634,1581,1860,2745
10,Australia,527,"Apricots, dry",5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,18,7,0,4,20,341,253,313,106,46,65,153,24,214,1097,970,321,1077,948,1276,1683,1412,2089,2150,3761,3900,3259,3300,3300,4685,4536,5894,5683,4448,5272,4508,5341,3698,4415,5142,4544,4542,4654,4601,5045,4080,4120,4215,4638,3899,4682
10,Australia,527,"Apricots, dry",5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,16,7,0,4,25,568,453,683,201,139,203,655,93,586,2813,2083,882,2517,2542,2850,3456,3876,5355,5007,8835,8541,7142,8913,8934,11115,8833,8170,9271,10613,12999,11595,11055,9965,16708,17278,16563,21238,16287,13703,16113,21273,14608,14088,14380,11364,14907
10,Australia,527,"Apricots, dry",5910,Export Quantity,tonnes,0,0,0,0,0,0,1435,1375,1534,1206,780,1494,1400,962,558,225,345,228,420,392,346,560,340,197,163,539,873,460,264,435,357,251,209,147,158,314,334,257,115,140,129,331,255,191,145,131,91,85,82,111,78,148,128,21,65,75,100,144,76,18
10,Australia,527,"Apricots, dry",5922,Export Value,1000 US$,0,0,0,0,0,0,1327,1290,1814,1408,1060,1868,2222,1347,769,1131,407,1523,1494,1435,1369,2928,1686,1015,602,2111,3815,2410,1879,2391,1929,1590,1279,959,717,1626,1568,1459,785,821,556,1068,1237,1111,852,667,767,781,774,778,617,765,389,109,362,607,535,598,388,66
10,Australia,226,Areca nuts,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,12,35,23,1,4,3,4
10,Australia,226,Areca nuts,5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,69,97,58,7,14,8,15
10,Australia,226,Areca nuts,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,,
10,Australia,226,Areca nuts,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,3,,
10,Australia,366,Artichokes,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,1,3
10,Australia,366,Artichokes,5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,3,,,,3,11
10,Australia,366,Artichokes,5910,Export Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,27,50,17,19,29,56,93,82,26,24,25,34,25,0,0,0,0,0,5,4,5,7,8,7,5,9,8
10,Australia,366,Artichokes,5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,22,11,147,334,27,18,25,123,127,180,70,89,82,102,86,0,0,0,0,0,24,19,20,28,28,33,18,36,32
10,Australia,367,Asparagus,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,129,161,228,157,145,185,200,262,380,330,506,359,403,529,787,1018,1251,1505,1915,2158,1865,2086,2500,3609,4168,5203,4692,4362,4181,4338,4029,2704
10,Australia,367,Asparagus,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,357,616,802,660,592,588,752,958,1232,1061,1856,1683,1733,2350,2378,3254,4446,4403,8473,7871,7200,8583,15655,20081,17913,20007,17554,16716,27361,25655,26261,19428
10,Australia,367,Asparagus,5910,Export Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,2006,1790,2535,3194,3255,3624,3770,5762,6036,7952,8974,7776,6940,6392,4584,5553,4802,3518,3649,3286,2828,3280,2510,2523,3138,3996,4854,6130,3734,3759,3116,1876
10,Australia,367,Asparagus,5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,9672,7802,10825,15952,14963,18894,17182,23856,22551,28802,29920,25707,20080,18505,14586,19703,17002,13551,14002,20862,11990,16206,16828,16786,16307,17781,18708,23171,21536,22006,17537,13522
10,Australia,1107,Asses,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,
10,Australia,1107,Asses,5608,Import Quantity,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,1,0,0,0,0,0,0,0,1,0,20,0,3,0,0,0,0,0,0,0,0,0,0,2,0,,1,2,11,8,9,
10,Australia,1107,Asses,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,1,1,0,0,0,0,0,0,0,12,0,22,0,7,0,0,0,0,0,0,0,0,0,0,7,0,,1,5,128,89,84,
10,Australia,1107,Asses,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,,0,,
10,Australia,1107,Asses,5908,Export Quantity,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,68,7,125,1,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,12,,3,,
10,Australia,1107,Asses,5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,65,13,80,2,9,19,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,,14,,53,,
10,Australia,572,Avocados,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,1257,727,1667,2140,1243,1780,1600,2298,2500,3000,4531,2689,4315,4510,5519,6658,8507,9359,7675,9729,9509,9287,14695,9627,12567,22117,16724,21237,16407,13504,15021,24688
10,Australia,572,Avocados,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,3065,1992,3525,4624,2683,3687,4337,5762,6388,7693,10669,6253,8741,10723,13957,19299,26370,26314,27435,32015,29145,35027,60607,41148,49820,81170,53810,72313,77348,56443,53466,112572
10,Australia,572,Avocados,5910,Export Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,66,183,174,131,172,233,323,123,87,91,92,220,384,342,442,410,792,930,1074,1401,1679,1831,2037,2300,2051,1334,1524,2447,1705,2497,4279,2300
10,Australia,572,Avocados,5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,163,409,394,313,367,446,587,309,202,197,147,434,540,631,986,1076,1764,2270,2765,4832,4780,6058,6949,8773,7154,5172,6132,8231,8959,11428,17084,13206
10,Australia,1039,Bacon and ham,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,31,27,16,30,60,20,20,0,0,0,7,1,0,178,208,364,407,370,662,1620,2531,3054,2984,3524,3009,3302,3507,2327,2194
10,Australia,1039,Bacon and ham,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,16,99,57,68,92,197,97,73,1,0,0,28,8,0,1186,1530,4118,5549,4361,8111,17496,25195,28482,28853,28707,27377,33985,36636,26054,27666
10,Australia,1039,Bacon and ham,5910,Export Quantity,tonnes,180,113,72,60,136,187,230,223,189,198,291,290,309,382,438,386,340,315,434,726,345,399,412,474,246,98,414,179,39,37,17,46,129,205,164,449,224,216,105,167,210,225,483,497,394,368,587,832,211,140,207,504,139,267,68,136,100,303,246,157
10,Australia,1039,Bacon and ham,5922,Export Value,1000 US$,273,152,105,98,223,315,399,417,340,343,476,489,528,847,951,960,934,1051,1464,2445,1435,1556,1659,1552,721,287,1103,594,254,180,130,281,374,480,405,826,527,409,377,463,578,624,1069,1732,2235,1841,2050,3527,1709,1066,1356,2251,1323,1440,564,629,732,900,955,864
10,Australia,203,Bambara beans,5610,Import Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10,Australia,203,Bambara beans,5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
10,Australia,203,Bambara beans,5910,Export Quantity,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,0,,,,,,,
10,Australia,203,Bambara beans,5922,Export Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,,,,,,,
10,Australia,486,Bananas,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,98,37,15,49,211,133,18,7,18,4,11,96,53,7,7,34,20,10,13,12,44,63,54,37,28,453,505,317,114,131,122,0,0,184,232,351,166,70,51,97
10,Australia,486,Bananas,5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,58,25,23,57,260,181,24,18,26,7,25,110,66,23,22,50,28,14,16,15,38,62,65,55,91,627,851,707,505,775,720,0,0,819,553,912,515,269,251,344
10,Australia,486,Bananas,5910,Export Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,9,14,14,15,71,36,10,6,62,374,236,91,34,124,0,252,478,604,240,43,79,9,6,21,3,11,15,5,3,1,23,71,1,0,0,44,5,138,127,94,92,40
10,Australia,486,Bananas,5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,8,12,13,16,32,12,5,55,278,148,103,34,114,0,212,456,589,253,58,87,28,16,46,5,20,31,17,12,2,31,100,8,0,0,113,18,205,219,152,180,87
10,Australia,44,Barley,5610,Import Quantity,tonnes,0,0,0,0,0,0,0,2977,30083,0,0,0,0,0,0,44,4,0,1,2,2,3,7,7,9,7,9,14,34,48,21,40,18,16,20,21,190,150,14,9,15,20,41,55,50,33,44,42,85,46,53,65,105,223,149,186,127,170,51,70
10,Australia,44,Barley,5622,Import Value,1000 US$,0,0,0,0,0,0,0,184,1968,0,0,0,0,0,0,5,2,0,2,1,3,5,12,12,12,9,10,14,26,34,25,35,22,21,28,29,21,16,18,13,24,21,50,85,65,48,85,81,62,113,159,138,202,412,213,201,252,200,137,182
10,Australia,44,Barley,5910,Export Quantity,tonnes,768800,712900,234100,402700,369200,226669,424519,129288,450669,631319,1122973,1816771,804122,808467,1759700,1962770,2104000,1325176,1744453,2962437,1598422,1576876,834374,3121752,5183309,4168194,2191057,1451268,1526300,2378214,2417330,1962756,2451330,3490003,2030000,3712270,3564574,3471775,3780128,2956215,2189180,3687653,2205071,6710009,3928049,4799488,1840143,3485080,3247894,3948638,4484743,5110851,5120168,6133773,5192287,5808572,8860855,6123369,2872279,4258209
10,Australia,44,Barley,5922,Export Value,1000 US$,32100,33500,11710,20490,20160,12889,24157,7357,20436,25446,56917,87354,50066,100981,255566,253243,256338,137429,169886,393838,281793,266686,123226,452425,581219,375672,168716,133632,189307,321938,276604,227941,284570,357550,220264,669321,561208,393955,423053,389939,282241,457254,354033,957696,566860,698931,451357,1071782,605938,740695,1266559,1364177,1483403,1588631,1308451,1131059,1618501,1392423,724937,908420
10,Australia,46,"Barley, pearled",5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,21,43,29,22,25,37,40,30,42,36,44,256,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
10,Australia,46,"Barley, pearled",5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,20,28,43,42,42,48,81,70,51,61,53,62,386,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
10,Australia,46,"Barley, pearled",5910,Export Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,122,206,26,18,917,0,0,0,0,0,0,0,0,0,0,0,0,183,2,52,0,409,6,26,93,1523,2704,1132,1614,2371,2954,2106,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
10,Australia,46,"Barley, pearled",5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,9,16,9,10,267,0,0,0,0,0,0,0,0,0,0,0,0,47,1,14,0,65,2,5,34,588,860,286,350,577,656,537,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
10,Australia,176,"Beans, dry",5610,Import Quantity,tonnes,4035,4612,3998,5126,4768,7051,294,416,109,372,8354,6629,2705,7211,10140,4283,2958,3894,3492,4068,5093,6309,5957,10580,4161,3570,770,4115,5352,8212,10908,9996,9797,8194,7100,7181,9000,6500,5036,4957,5093,4907,8177,6576,6277,7448,9332,6325,6620,8175,8820,6439,7147,8073,9792,9082,9338,9964,9396,12731
10,Australia,176,"Beans, dry",5622,Import Value,1000 US$,671,787,688,984,866,1383,116,136,28,174,1905,2030,1180,4246,6608,2712,1759,3006,3286,3442,4296,5430,3731,6329,3199,3546,844,2258,4220,7524,7356,6286,5994,5309,4789,6627,6015,4346,4803,3966,4205,4473,5700,4709,5625,5776,9062,7334,9065,10996,11566,10179,9664,10970,11907,10306,12631,12369,11661,18552
10,Australia,176,"Beans, dry",5910,Export Quantity,tonnes,0,915,1490,1771,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7658,11879,12611,8988,24314,13228,14904,21441,18131,29627,32360,63602,67451,53003,44219,11117,75136,46325,33406,27331,21733,41714,78608,96498,96369,63251,31560,113267,151601,108155,107152,28663,62234
10,Australia,176,"Beans, dry",5922,Export Value,1000 US$,0,91,129,123,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3046,5787,5385,3561,10340,5957,6722,9303,11498,17313,14276,23201,27131,23882,17965,5872,27021,20433,16302,14473,18132,32084,96601,93581,78866,65138,35236,127950,154877,97287,93487,27345,63624
10,Australia,414,"Beans, green",5610,Import Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,92,15,31,80,99,93,60,33,200,670,693,1427,669,833,693,490,604,479,632,873,729,555,796,750,421,622,1038,540,732,343,520,597
10,Australia,414,"Beans, green",5622,Import Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,70,22,21,83,72,76,48,39,82,275,409,764,285,575,380,236,359,212,603,898,862,606,1084,1083,406,736,1126,566,580,341,494,649
10,Australia,414,"Beans, green",5910,Export Quantity,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,567,921,1164,1401,603,736,635,750,515,593,956,847,1188,762,858,1371,1249,1385,840,1025,1150,1403,1133,1049,1306,1656,1915,1753,1660,1751,1805,1325
10,Australia,414,"Beans, green",5922,Export Value,1000 US$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,405,619,1040,919,974,1353,1339,1328,989,1096,1129,1011,1122,1031,1311,2204,2068,2568,2434,2765,2872,3636,3644,4060,3915,4670,4419,4560,5549,5507,6215,4358
10,Australia,1181,Beehives,5607,Import Quantity,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
10,Australia,1181,Beehives,5622,Import Value,1000 US$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
